dashboard_id,category,sheet_name,mark_type,status,error_name,severity,problem,fix,source_rule,annotator_label,notes
operations/Fistula Operation,operations,Female Genital Multilation - Women On Violence - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Female Genital Multilation - Women On Violence - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Female Genital Mutilation - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Female Genital Mutilation - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Marriage - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Marriage - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Mother - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Mother - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Female Genittal - Countries,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Female Genittal - Fistula Countries,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Female genital mutilation prevalence - Fistula Region,line,Clean,,,,,,,
operations/Fistula Operation,operations,Female genital mutilation prevalence - Region,line,Clean,,,,,,,
operations/Fistula Operation,operations,Female genital mutilation prevalence-Fistula Region,bar,Clean,,,,,,,
operations/Fistula Operation,operations,Female genital mutilation prevalence-Region,bar,Clean,,,,,,,
operations/Fistula Operation,operations,Life Expectancy Average - Country,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Average - Fistula Country,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Average - Fistula Region,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Average - Region,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Female Average - Country,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Female Average - Fistula Country,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Female Average - Fistula Region,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Female Average - Region,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Male Average - Country,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Male Average - Fistula Country,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Male Average - Fistula Region,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Expectancy Male Average - Region,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
operations/Fistula Operation,operations,Life Risk Maternal Death - Country,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Life Risk Maternal Death-Fistula Country,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Teenage Marriage - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Teenage Marriage - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Teenage Marriage - Teenage Mother - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Teenage Marriage - Teenage Mother - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Teenage Mother - Countries,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Teenage Mother - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Teenage Mother - Fistula Countries ,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Teenage Mother - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Teenage Mothers,line,Clean,,,,,,,
operations/Fistula Operation,operations,Teenage Mothers - Fistula Country,line,Clean,,,,,,,
operations/Fistula Operation,operations,Teenage Mothers - Fistula Region,bar,Clean,,,,,,,
operations/Fistula Operation,operations,Teenage Mothers - Region,bar,Clean,,,,,,,
operations/Fistula Operation,operations,Violence Against Womens - Countries,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Violence Against Womens - Fistula Countries,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
operations/Fistula Operation,operations,Violence On Women - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Violence On Women - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Violence On Women - Teenage Mariage - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Violence On Women - Teenage Mariage - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Violence On Women - Teenage Mother - Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
operations/Fistula Operation,operations,Violence On Women - Teenage Mother - Fistula Country,pie,Flagged,Pie chart has no category labels,ERROR,"This pie chart has no categorical dimension on the Color, Detail, or Label shelf. Without category labels, the slices cannot be identified.",Add a categorical dimension to the Color shelf (e.g. Region).,no_encodings (adapted for pie charts),,
